"","t","region","ed.visits","X","sine","cosine","is.train"
"1",1,"Region.9",0,15.558655570754,0.0172015754182605,0.999852041955773,TRUE
"2",2,"Region.9",0,16.5212101506539,0.034398060613608,0.99940821160626,TRUE
"3",3,"Region.9",11,15.8044285729293,0.0515843668694084,0.998668640288,TRUE
"4",4,"Region.9",17,14.3777464562848,0.0687554084811394,0.997633546852045,TRUE
"5",5,"Region.9",0,15.0626581860608,0.0859061042613327,0.996303237599196,TRUE
"6",6,"Region.9",0,14.3187244986348,0.103031379043179,0.994678106189365,TRUE
"7",7,"Region.9",14,14.4813460764914,0.120126165182351,0.992758633525079,TRUE
"8",8,"Region.9",6,13.3890605030002,0.137185404056601,0.990545387609183,TRUE
"9",9,"Region.9",12,13.236052641339,0.154204047562689,0.988039023376751,TRUE
"10",10,"Region.9",6,11.4836654979316,0.1711770596102,0.985240282501282,TRUE
"11",11,"Region.9",0,12.804246365359,0.188099417611798,0.982149993175229,TRUE
"12",12,"Region.9",0,14.6616059294959,0.204966113969495,0.978769069864922,TRUE
"13",13,"Region.9",7,15.8302165312998,0.221772157556482,0.975098513039961,TRUE
"14",14,"Region.9",0,16.8467699340517,0.238512575194076,0.971139408877165,TRUE
"15",15,"Region.9",0,16.2635054190198,0.255182413123373,0.966892928939152,TRUE
"16",16,"Region.9",6,14.5559943177751,0.271776738471136,0.962360329827655,TRUE
"17",17,"Region.9",0,15.867877306027,0.288290640709518,0.957542952811672,TRUE
"18",18,"Region.9",7,14.9344235444647,0.304719233109163,0.952442223430568,TRUE
"19",19,"Region.9",7,11.729558266224,0.321057654185271,0.947059651072228,TRUE
"20",20,"Region.9",0,9.08247756319754,0.337301069136184,0.941396828526412,TRUE
"21",21,"Region.9",0,8.72734602881651,0.353444671274088,0.935455431513416,TRUE
"22",22,"Region.9",0,10.323046451085,0.369483683447383,0.929237218188205,TRUE
"23",23,"Region.9",6,11.9358944897892,0.385413359454326,0.922744028620143,TRUE
"24",24,"Region.9",11,12.7505557675233,0.401228985447501,0.915977784248488,TRUE
"25",25,"Region.9",11,10.1246682568642,0.416925881328729,0.908940487313808,TRUE
"26",26,"Region.9",0,9.79758753343619,0.432499402133979,0.901634220265486,TRUE
"27",27,"Region.9",0,11.2954146747329,0.447944939407891,0.894061145145488,TRUE
"28",28,"Region.9",15,15.6274912708657,0.463257922567492,0.88622350294858,TRUE
"29",29,"Region.9",0,17.8450378599725,0.478433820254701,0.878123612959185,TRUE
"30",30,"Region.9",5,17.8200367714054,0.493468141677237,0.869763872065065,TRUE
"31",31,"Region.9",5,17.2823583231487,0.508356437937512,0.861146754048045,TRUE
"32",32,"Region.9",5,18.6985810441741,0.523094303349133,0.852274808851984,TRUE
"33",33,"Region.9",11,19.2199759429906,0.537677376740614,0.8431506618282,TRUE
"34",34,"Region.9",15,19.2324397074357,0.552101342745921,0.833777012958592,TRUE
"35",35,"Region.9",8,19.5376699399234,0.566361933081453,0.824156636056666,TRUE
"36",36,"Region.9",10,19.4121317893192,0.580454927809098,0.814292377946727,TRUE
"37",37,"Region.9",10,17.5886576371277,0.594376156584983,0.804187157621448,TRUE
"38",38,"Region.9",10,18.5525379890839,0.608121499893542,0.793843965378102,TRUE
"39",39,"Region.9",5,19.7992706074807,0.621686890266548,0.783265861933679,TRUE
"40",40,"Region.9",5,19.8103841484969,0.635068313486744,0.772455977519174,TRUE
"41",41,"Region.9",0,16.5481251018301,0.648261809775712,0.7614175109533,TRUE
"42",42,"Region.9",15,14.060798223963,0.661263474965639,0.750153728695904,TRUE
"43",43,"Region.9",0,10.3598026028091,0.674069461654616,0.738667963881375,TRUE
"44",44,"Region.9",5,11.7236934481653,0.686675980345155,0.726963615332308,TRUE
"45",45,"Region.9",6,12.1109295701473,0.699079300565556,0.715044146553744,TRUE
"46",46,"Region.9",11,12.6998778520692,0.711275751973815,0.702913084708262,TRUE
"47",47,"Region.9",6,14.3821081780673,0.723261725443739,0.690574019572229,TRUE
"48",48,"Region.9",8,17.3013276778077,0.735033674132941,0.678030602473538,TRUE
"49",49,"Region.9",0,12.3024912781573,0.746588114532413,0.665286545211112,TRUE
"50",50,"Region.9",7,6.29502334407449,0.757921627497347,0.652345618956526,TRUE
"51",51,"Region.9",5,6.04181976496118,0.769030859258918,0.639211653138059,TRUE
"52",52,"Region.9",6,8.35326261281088,0.779912522416718,0.625888534307502,TRUE
"53",53,"Region.9",6,7.44568040516474,0.790563396911548,0.612380204990065,TRUE
"54",54,"Region.9",12,6.6343476632288,0.800980330978291,0.598690662517721,TRUE
"55",55,"Region.9",0,8.55503048946947,0.811160242078562,0.584823957846332,TRUE
"56",56,"Region.9",0,10.6440669172504,0.821100117812889,0.570784194356904,TRUE
"57",57,"Region.9",0,8.76081072149555,0.830797016812125,0.55657552664133,TRUE
"58",58,"Region.9",0,8.34508575613231,0.840248069607847,0.542202159272984,TRUE
"59",59,"Region.9",0,9.12298608500916,0.849450479481481,0.527668345562516,TRUE
"60",60,"Region.9",6,9.56692138074998,0.858401523291892,0.512978386299228,TRUE
"61",61,"Region.9",0,9.21236492196558,0.867098552281208,0.498136628478406,TRUE
"62",62,"Region.9",8,9.28430895624221,0.87553899285863,0.483147464014969,TRUE
"63",63,"Region.9",8,9.42945063297406,0.883720347361998,0.468015328443834,TRUE
"64",64,"Region.9",15,11.7900287125845,0.891640194796887,0.452744699607371,TRUE
"65",65,"Region.9",10,14.3678207963323,0.899296191553025,0.437340096330332,TRUE
"66",66,"Region.9",11,15.6359848654945,0.906686072097799,0.421806077082663,TRUE
"67",67,"Region.9",0,17.1516924842493,0.913807649646662,0.406147238630579,TRUE
"68",68,"Region.9",6,16.5184926057494,0.920658816810243,0.390368214676303,TRUE
"69",69,"Region.9",15,15.0800528856613,0.927237546217954,0.374473674486883,TRUE
"70",70,"Region.9",0,16.9435938707167,0.933541891117921,0.358468321512481,TRUE
"71",71,"Region.9",10,17.2791683912745,0.939569985953062,0.342356891994542,TRUE
"72",72,"Region.9",10,15.162915539004,0.945320046913132,0.32614415356427,TRUE
"73",73,"Region.9",22,12.0377169405397,0.950790372462583,0.309834903831803,TRUE
"74",74,"Region.9",11,9.56230991290229,0.955979343844077,0.293433968966527,TRUE
"75",75,"Region.9",6,9.76255185467476,0.960885425557498,0.276946202268936,TRUE
"76",76,"Region.9",0,9.83679398312477,0.965507165814336,0.260376482734458,TRUE
"77",77,"Region.9",0,10.7993311823437,0.969843196967294,0.243729713609684,TRUE
"78",78,"Region.9",15,13.9555028206003,0.973892235914992,0.227010820941418,TRUE
"79",79,"Region.9",5,12.7627392841305,0.977653084481664,0.210224752118984,TRUE
"80",80,"Region.9",0,14.3042254791849,0.981124629771712,0.193376474410206,TRUE
"81",81,"Region.9",6,15.2105604223349,0.984305844499033,0.176470973491522,TRUE
"82",82,"Region.9",12,12.7236057424651,0.987195787291009,0.159513251972636,TRUE
"83",83,"Region.9",0,11.2493359592457,0.989793602967072,0.142508327916171,TRUE
"84",84,"Region.9",24,11.2504209530455,0.992098522791769,0.125461233352737,TRUE
"85",85,"Region.9",5,12.7350799893191,0.994109864702242,0.108377012791876,TRUE
"86",86,"Region.9",11,16.0621658016764,0.99582703351006,0.0912607217293119,TRUE
"87",87,"Region.9",22,19.747275782311,0.997249521077345,0.0741174251509441,TRUE
"88",88,"Region.9",17,21.5534161883209,0.998376906467142,0.0569521960340398,TRUE
"89",89,"Region.9",24,22.3844126668681,0.999208856067975,0.0397701138460559,TRUE
"90",90,"Region.9",63,21.883260375967,0.999745123692573,0.0225762630415455,TRUE
"91",91,"Region.9",16,20.9655940609959,0.999985550650719,0.00537573155758388,TRUE
"92",92,"Region.9",42,19.0914342708766,0.999930065796206,-0.0118263906918326,TRUE
"93",93,"Region.9",27,19.5728603883632,0.999578685547896,-0.0290250133219752,TRUE
