"","t","region","ed.visits","X","sine","cosine","is.train"
"1",1,"Region.3",7,-7.28996594147643,0.0172015754182605,0.999852041955773,TRUE
"2",2,"Region.3",10,-5.8639608317947,0.034398060613608,0.99940821160626,TRUE
"3",3,"Region.3",4,-2.15549940896668,0.0515843668694084,0.998668640288,TRUE
"4",4,"Region.3",0,-3.96053111981171,0.0687554084811394,0.997633546852045,TRUE
"5",5,"Region.3",4,-9.12710645872532,0.0859061042613327,0.996303237599196,TRUE
"6",6,"Region.3",4,-10.4430749347464,0.103031379043179,0.994678106189365,TRUE
"7",7,"Region.3",12,-6.86187834552881,0.120126165182351,0.992758633525079,TRUE
"8",8,"Region.3",0,0.665866840202125,0.137185404056601,0.990545387609183,TRUE
"9",9,"Region.3",7,4.39889581506988,0.154204047562689,0.988039023376751,TRUE
"10",10,"Region.3",0,4.88781709957872,0.1711770596102,0.985240282501282,TRUE
"11",11,"Region.3",11,9.63162622323141,0.188099417611798,0.982149993175229,TRUE
"12",12,"Region.3",4,13.7953315795631,0.204966113969495,0.978769069864922,TRUE
"13",13,"Region.3",4,7.52176114257745,0.221772157556482,0.975098513039961,TRUE
"14",14,"Region.3",0,-5.70898952438858,0.238512575194076,0.971139408877165,TRUE
"15",15,"Region.3",4,-1.81255697317444,0.255182413123373,0.966892928939152,TRUE
"16",16,"Region.3",0,1.15672098605157,0.271776738471136,0.962360329827655,TRUE
"17",17,"Region.3",4,-1.55710272707832,0.288290640709518,0.957542952811672,TRUE
"18",18,"Region.3",7,-0.22212320106783,0.304719233109163,0.952442223430568,TRUE
"19",19,"Region.3",0,3.12489214648599,0.321057654185271,0.947059651072228,TRUE
"20",20,"Region.3",0,6.60463161493106,0.337301069136184,0.941396828526412,TRUE
"21",21,"Region.3",0,8.82867868170514,0.353444671274088,0.935455431513416,TRUE
"22",22,"Region.3",0,12.138748931622,0.369483683447383,0.929237218188205,TRUE
"23",23,"Region.3",13,11.544232025304,0.385413359454326,0.922744028620143,TRUE
"24",24,"Region.3",3,3.35295884216698,0.401228985447501,0.915977784248488,TRUE
"25",25,"Region.3",11,1.91402202018162,0.416925881328729,0.908940487313808,TRUE
"26",26,"Region.3",7,5.83323383768963,0.432499402133979,0.901634220265486,TRUE
"27",27,"Region.3",4,9.17760229383139,0.447944939407891,0.894061145145488,TRUE
"28",28,"Region.3",0,9.78542449721008,0.463257922567492,0.88622350294858,TRUE
"29",29,"Region.3",6,5.87411165237333,0.478433820254701,0.878123612959185,TRUE
"30",30,"Region.3",0,1.16102892240891,0.493468141677237,0.869763872065065,TRUE
"31",31,"Region.3",0,1.25014271706932,0.508356437937512,0.861146754048045,TRUE
"32",32,"Region.3",4,7.45388045627987,0.523094303349133,0.852274808851984,TRUE
"33",33,"Region.3",0,2.0595006234921,0.537677376740614,0.8431506618282,TRUE
"34",34,"Region.3",0,-0.667060013762158,0.552101342745921,0.833777012958592,TRUE
"35",35,"Region.3",4,3.42013878586863,0.566361933081453,0.824156636056666,TRUE
"36",36,"Region.3",0,1.53580967362068,0.580454927809098,0.814292377946727,TRUE
"37",37,"Region.3",0,2.75100113128132,0.594376156584983,0.804187157621448,TRUE
"38",38,"Region.3",4,5.33808584590692,0.608121499893542,0.793843965378102,TRUE
"39",39,"Region.3",3,0.214590274494112,0.621686890266548,0.783265861933679,TRUE
"40",40,"Region.3",0,3.94237228328294,0.635068313486744,0.772455977519174,TRUE
"41",41,"Region.3",7,7.67352171104918,0.648261809775712,0.7614175109533,TRUE
"42",42,"Region.3",3,13.0055396261088,0.661263474965639,0.750153728695904,TRUE
"43",43,"Region.3",3,10.197786990465,0.674069461654616,0.738667963881375,TRUE
"44",44,"Region.3",3,3.69136694382256,0.686675980345155,0.726963615332308,TRUE
"45",45,"Region.3",4,10.1602368282961,0.699079300565556,0.715044146553744,TRUE
"46",46,"Region.3",3,19.2404332215221,0.711275751973815,0.702913084708262,TRUE
"47",47,"Region.3",0,15.3510068150149,0.723261725443739,0.690574019572229,TRUE
"48",48,"Region.3",4,4.65519767348667,0.735033674132941,0.678030602473538,TRUE
"49",49,"Region.3",4,6.40582374126891,0.746588114532413,0.665286545211112,TRUE
"50",50,"Region.3",7,9.14685770179625,0.757921627497347,0.652345618956526,TRUE
"51",51,"Region.3",0,20.7921395431586,0.769030859258918,0.639211653138059,TRUE
"52",52,"Region.3",11,22.0952093203371,0.779912522416718,0.625888534307502,TRUE
"53",53,"Region.3",4,13.7709889702292,0.790563396911548,0.612380204990065,TRUE
"54",54,"Region.3",0,11.8094879592272,0.800980330978291,0.598690662517721,TRUE
"55",55,"Region.3",8,13.0038188178044,0.811160242078562,0.584823957846332,TRUE
"56",56,"Region.3",0,17.2636947838004,0.821100117812889,0.570784194356904,TRUE
"57",57,"Region.3",3,10.1919817415599,0.830797016812125,0.55657552664133,TRUE
"58",58,"Region.3",19,10.3123025524385,0.840248069607847,0.542202159272984,TRUE
"59",59,"Region.3",0,12.9260531616551,0.849450479481481,0.527668345562516,TRUE
"60",60,"Region.3",8,11.793306691284,0.858401523291892,0.512978386299228,TRUE
"61",61,"Region.3",0,7.48749146729669,0.867098552281208,0.498136628478406,TRUE
"62",62,"Region.3",4,6.28590523778552,0.87553899285863,0.483147464014969,TRUE
"63",63,"Region.3",12,5.94109250603263,0.883720347361998,0.468015328443834,TRUE
"64",64,"Region.3",3,4.36988423784954,0.891640194796887,0.452744699607371,TRUE
"65",65,"Region.3",15,4.44156553313204,0.899296191553025,0.437340096330332,TRUE
"66",66,"Region.3",0,4.33349091508735,0.906686072097799,0.421806077082663,TRUE
"67",67,"Region.3",4,1.76712708221817,0.913807649646662,0.406147238630579,TRUE
"68",68,"Region.3",4,2.65065291737967,0.920658816810243,0.390368214676303,TRUE
"69",69,"Region.3",4,3.41815303365918,0.927237546217954,0.374473674486883,TRUE
"70",70,"Region.3",8,4.73684750527459,0.933541891117921,0.358468321512481,TRUE
"71",71,"Region.3",7,4.07376742100937,0.939569985953062,0.342356891994542,TRUE
"72",72,"Region.3",11,3.23419126777566,0.945320046913132,0.32614415356427,TRUE
"73",73,"Region.3",15,2.08833251080327,0.950790372462583,0.309834903831803,TRUE
"74",74,"Region.3",4,5.91967769600282,0.955979343844077,0.293433968966527,TRUE
"75",75,"Region.3",0,2.7026507800848,0.960885425557498,0.276946202268936,TRUE
"76",76,"Region.3",4,7.53758285633416,0.965507165814336,0.260376482734458,TRUE
"77",77,"Region.3",8,7.37361999940148,0.969843196967294,0.243729713609684,TRUE
"78",78,"Region.3",10,8.45188601337487,0.973892235914992,0.227010820941418,TRUE
"79",79,"Region.3",0,4.72919566013498,0.977653084481664,0.210224752118984,TRUE
"80",80,"Region.3",5,3.08905056424895,0.981124629771712,0.193376474410206,TRUE
"81",81,"Region.3",4,4.68774187505872,0.984305844499033,0.176470973491522,TRUE
"82",82,"Region.3",0,4.05561746058739,0.987195787291009,0.159513251972636,TRUE
"83",83,"Region.3",4,4.56934831243778,0.989793602967072,0.142508327916171,TRUE
"84",84,"Region.3",0,4.58997785601779,0.992098522791769,0.125461233352737,TRUE
"85",85,"Region.3",4,6.00435282314041,0.994109864702242,0.108377012791876,TRUE
"86",86,"Region.3",11,6.0805670379373,0.99582703351006,0.0912607217293119,TRUE
"87",87,"Region.3",4,12.7862863377792,0.997249521077345,0.0741174251509441,TRUE
"88",88,"Region.3",4,20.0490881059634,0.998376906467142,0.0569521960340398,TRUE
"89",89,"Region.3",0,16.920811773777,0.999208856067975,0.0397701138460559,TRUE
"90",90,"Region.3",0,11.2005673277496,0.999745123692573,0.0225762630415455,TRUE
"91",91,"Region.3",4,11.4290589679588,0.999985550650719,0.00537573155758388,TRUE
